1	7318	2.0	0
1	5684	2.0	0
1	27193	3.0	0
1	2573	4.0	0
1	665	5.0	0
1	5767	5.0	0
1	5912	3.0	0
1	8729	3.5	0
1	1217	3.5	0
1	2632	5.0	0
1	4325	5.0	0
1	8405	3.5	0
1	7937	3.0	0
1	7820	2.5	0
1	8685	1.0	0
1	7209	4.0	0
1	7940	4.5	0
1	2351	4.5	0
1	1260	3.5	0
1	8786	4.0	0
1	5147	4.0	0
1	31956	3.5	0
1	4703	4.0	0
1	8973	4.0	0
1	6370	4.5	0
1	8014	3.5	0
1	6954	3.5	0
1	7323	3.5	0
1	27721	3.0	0
1	2692	5.0	0
1	6016	5.0	0
1	4973	4.5	0
1	4422	3.0	0
1	7365	4.0	0
1	4144	5.0	0
1	2843	4.5	0
1	7234	4.5	0
1	8154	5.0	0
1	7327	3.5	0
1	1237	5.0	0
1	307	5.0	0
1	1175	3.5	0
1	306	3.5	0
1	5878	4.0	0
1	8360	4.0	0
1	3949	5.0	0
1	6711	5.0	0
1	2161	3.5	0
1	899	3.5	0
1	1088	4.0	0
1	3448	4.0	0
1	6377	4.0	0
1	6539	3.5	0
1	1250	4.0	0
1	1653	4.0	0
1	2011	2.5	0
1	2012	2.5	0
1	5952	4.0	0
100114	114935	3.0	0
100114	1263	5.0	0
100114	80489	4.5	0
100114	1127	4.5	0
100114	86190	2.5	0
100114	4848	4.0	0
100114	6378	4.5	0
100114	4025	4.0	0
100114	45722	3.5	0
100114	5459	3.5	0
100114	8644	4.0	0
100114	40815	3.0	0
100114	5010	4.0	0
100114	5299	4.0	0
100114	55820	4.0	0
100114	7143	4.0	0
100114	4014	4.0	0
100114	5995	4.0	0
100114	8636	4.0	0
100114	6365	4.0	0
100114	33660	4.5	0
100114	4235	3.5	0
100114	59315	3.5	0
100114	4874	3.5	0
100114	1617	4.5	0
100114	55765	4.5	0
100114	64614	4.0	0
100114	111921	4.5	0
100114	6870	3.5	0
100114	6537	3.0	0
100114	8798	4.0	0
100114	4148	3.5	0
100114	4239	4.5	0
100114	91658	4.0	0
100114	81562	3.0	0
100114	1884	4.0	0
100114	2997	4.0	0
100114	1193	4.5	0
100114	1265	4.5	0
100114	115569	4.0	0
100114	112183	3.5	0
100114	109487	4.5	0
100114	116797	4.0	0
100114	1089	4.0	0
100114	33166	4.5	0
100114	1208	4.5	0
100114	589	5.0	0
100114	1201	4.0	0
100114	48394	4.0	0
100114	541	4.0	0
100114	1219	3.5	0
100114	32587	4.5	0
100114	30707	4.5	0
100114	85414	3.5	0
100114	30749	4.0	0
100114	593	4.5	0
100114	858	5.0	0
100114	48780	4.5	0
100114	1213	4.5	0
100114	54286	4.5	0
100114	1221	4.5	0
100114	50	4.0	0
100114	5903	3.5	0
100114	99114	4.5	0
100114	111	4.5	0
100114	72998	4.0	0
100114	2329	4.5	0
100114	84152	4.5	0
100114	4975	4.5	0
100114	56782	3.0	0
100114	81591	3.5	0
100114	80463	4.0	0
100114	71535	2.0	0
100114	81845	4.0	0
100114	53125	3.5	0
100114	60684	3.5	0
100114	54272	1.0	0
100114	91529	4.5	0
100114	1222	4.0	0
100114	74458	4.5	0
100184	2294	2.5	0
100184	4306	5.0	0
100184	589	4.0	0
100184	40815	4.0	0
100184	2115	4.0	0
100184	1580	4.5	0
100184	2124	4.0	0
100184	7438	4.0	0
100184	1367	3.0	0
100184	1918	4.0	0
100184	2150	5.0	0
100184	4085	4.0	0
100184	355	3.0	0
100184	6539	4.0	0
100184	1320	4.0	0
100184	552	2.0	0
100184	315	3.5	0
100184	7153	4.5	0
10025	8965	3.5	0
10025	4896	5.0	0
10025	8360	4.0	0
10025	4306	4.5	0
10025	69844	5.0	0
10025	40815	5.0	0
10025	8368	5.0	0
10025	101142	3.0	0
10025	1947	4.5	0
10025	71264	3.5	0
10025	1028	4.5	0
10025	1035	3.0	0
10025	96829	3.5	0
10025	40629	5.0	0
10025	6870	4.0	0
10025	1721	3.5	0
10025	919	4.0	0
10025	81834	5.0	0
10025	608	4.0	0
10025	1265	4.5	0
10025	115617	3.5	0
10025	1207	4.5	0
10025	1136	4.0	0
10025	5995	4.0	0
10025	1197	4.5	0
10025	5952	5.0	0
10025	4993	5.0	0
10025	41566	5.0	0
10025	122888	3.5	0
10025	7153	5.0	0
10025	527	4.0	0
100275	673	5.0	0
100275	802	4.0	0
100275	376	4.0	0
100275	260	4.0	0
100275	3	3.0	0
100275	736	4.0	0
100275	648	3.0	0
100275	62	5.0	0
100275	32	4.0	0
100275	25	5.0	0
100404	364	3.0	0
100404	10	3.0	0
100404	593	4.0	0
100404	457	4.0	0
100404	161	3.0	0
100404	595	3.0	0
100404	329	3.0	0
100404	231	2.0	0
100404	588	3.0	0
100404	349	5.0	0
100404	344	3.0	0
100404	165	3.0	0
100404	153	2.0	0
100404	592	4.0	0
100404	590	5.0	0
100404	380	4.0	0
100404	296	3.0	0
100404	150	4.0	0
100440	996	3.0	0
100440	736	2.0	0
100440	1570	2.0	0
100440	32	3.0	0
100440	1584	3.0	0
100440	1356	2.0	0
100440	1210	4.0	0
100440	1047	3.0	0
100440	858	5.0	0
